id,publication_PMID,publication_DOI,publication_URL,publications,summary_results,publication_type,days_to_publication_PCD,days_to_publication_CD,days_to_summary_PCD,days_to_summary_CD,days_reg_to_start,days_reg_to_CD,days_reg_to_PCD,days_reg_to_publ,is_CTgov,recruitmentStatus,is_multicentric,phase,main_sponsor,intervention_type,primary_completion_date,completion_date,publication_date,primary_completion_year,enrollment,masking,allocation,start_date,lead_or_facility,lead_cities,facility_cities,center_size
NCT01724437,23644091,10.1016/j.jacc.2013.03.059,http://www.sciencedirect.com/science/article/pii/S0735109713017269?via%3Dihub,TRUE,FALSE,Registry linked,912,181,NA,NA,-1099,-3,-734,178,yes,Completed,no,Not given,Other,Device,2010-11-01,2012-11-01,2013-05-01,2010,102,Open Label,Randomized,2009-11-01,lead,Hamburg,,large
NCT01729546,24681433,10.1515/cclm-2013-0976,https://www.ncbi.nlm.nih.gov/pubmed/24681433?dopt=Abstract,TRUE,FALSE,Registry linked,607,607,NA,NA,-13,-13,-13,594,yes,Completed,no,Not given,Other,Device,2012-11-01,2012-11-01,2014-07-01,2012,114,NA,NA,2012-11-01,lead,Ulm,,large
NCT01731249,24517417,10.1186/2045-7022-4-7,https://www.ncbi.nlm.nih.gov/pubmed/24517417?dopt=Abstract,TRUE,FALSE,Registry linked,590,498,NA,NA,-745,-45,-137,453,yes,Completed,yes,Phase 3,Industry,Biological,2012-07-01,2012-10-01,2014-02-11,2012,574,Double Blind,Randomized,2010-11-01,lead,Berlin,,large
NCT01737034,23946346,10.3945/jn.113.179390,http://jn.nutrition.org/content/143/10/1593,TRUE,FALSE,Registry linked,378,378,NA,NA,-695,-117,-117,261,yes,Completed,no,Not given,Other,Other,2012-08-01,2012-08-01,2013-08-14,2012,32,Open Label,Randomized,2011-01-01,lead,Kiel,,small
NCT01743768,25981191,10.1056/NEJMoa1411776,https://www.ncbi.nlm.nih.gov/pubmed/25981191?dopt=Abstract,TRUE,FALSE,Registry linked,562,532,NA,NA,3,368,338,900,yes,Completed,yes,Phase 2,Industry,Drug,2013-11-01,2013-12-01,2015-05-17,2013,38,Double Blind,Randomized,2012-12-01,facility,,Mainz,No lead center
NCT01769105,24725326,10.1016/j.jtos.2013.12.001,https://www.ncbi.nlm.nih.gov/pubmed/24725326,TRUE,TRUE,Registry linked,235,235,457,457,-285,141,141,376,yes,Completed,no,Not given,Other,Device,2013-06-01,2013-06-01,2014-01-22,2013,40,Single Blind,Randomized,2012-04-01,lead,Düsseldorf,,small
NCT01777815,24076529,10.1016/j.jacc.2013.07.090,https://www.ncbi.nlm.nih.gov/pubmed/24076529?dopt=Abstract,TRUE,FALSE,Registry linked,358,-311,NA,NA,-1212,553,-116,242,yes,Completed,yes,Not given,Industry,Device,2012-10-01,2014-08-01,2013-09-24,2012,30,Open Label,NA,2009-10-01,facility,,Leipzig,No lead center
NCT01778270,25861647,10.1155/2015/810797,https://www.hindawi.com/journals/bmri/2015/810797/,TRUE,FALSE,Registry linked,709,709,NA,NA,-482,66,66,775,yes,Completed,no,Not given,Other,Device,2013-04-01,2013-04-01,2015-03-11,2013,50,Open Label,Non-Randomized,2011-10-01,lead,Aachen,,small
NCT01789021,25872967,NA,NA,TRUE,FALSE,Registry linked,743,743,NA,NA,-7,52,52,795,yes,Completed,no,Not given,Other,Device,2013-04-01,2013-04-01,2015-04-14,2013,120,NA,NA,2013-02-01,lead,Ulm,,large
NCT01792713,26527564,10.2340/00015555-2268,https://www.ncbi.nlm.nih.gov/pubmed/26527564,TRUE,FALSE,Registry linked,1087,934,NA,NA,-12,353,200,1287,yes,Completed,yes,Phase 2,Industry,Drug,2013-09-01,2014-02-01,2016-08-23,2013,70,Double Blind,Randomized,2013-02-01,facility,,Berlin Münster,No lead center
NCT01797458,24602167,NA,NA,TRUE,FALSE,Registry linked,96,-269,NA,NA,-661,649,284,380,yes,Unknown status,yes,Not given,Other,Procedure,2013-12-01,2014-12-01,2014-03-07,2013,464,Open Label,Randomized,2011-05-01,lead,Greifswald,,small
NCT01806012,23670744,NA,NA,TRUE,FALSE,Registry linked,652,652,NA,NA,-933,-568,-568,84,yes,Completed,no,Not given,Other,Device,2011-08-01,2011-08-01,2013-05-14,2011,160,Single Blind,Randomized,2010-08-01,lead,Tübingen,,large
NCT01810471,26422550,10.1016/j.physio.2015.07.004,www.sciencedirect.com/science/article/pii/S0031940615038146,TRUE,FALSE,Registry linked,1737,1737,NA,NA,-1133,-830,-830,907,yes,Completed,no,Not given,Other,Device,2010-12-01,2010-12-01,2015-09-03,2010,40,Open Label,NA,2010-02-01,lead,Heidelberg,,large
NCT01812304,24103530,10.1016/j.ejogrb.2013.09.015,https://www.ncbi.nlm.nih.gov/pubmed/24103530,TRUE,FALSE,Registry linked,-6,-37,NA,NA,-524,238,207,201,yes,Completed,no,Phase 3,Other,Other,2013-10-01,2013-11-01,2013-09-25,2013,172,Double Blind,Randomized,2011-10-01,lead,Bochum,,small
NCT01845194,26344676,10.1002/cpt.258,https://www.ncbi.nlm.nih.gov/pubmed/26344676?dopt=Abstract,TRUE,FALSE,Registry linked,748,748,NA,NA,-1241,159,159,907,yes,Completed,no,Phase 1,Other,Drug,2013-10-01,2013-10-01,2015-10-19,2013,117,Open Label,NA,2009-12-01,lead,Göttingen,,small
NCT01847456,25028522,10.2337/db14-0477,https://www.ncbi.nlm.nih.gov/pubmed/25028522?dopt=Abstract,TRUE,FALSE,Registry linked,256,256,NA,NA,-27,187,187,443,yes,Completed,no,Not given,Other,Drug,2013-11-01,2013-11-01,2014-07-15,2013,10,Single Blind,Randomized,2013-04-01,lead,Tübingen,,large
NCT01856179,24553695,10.3945/jn.113.180802,http://jn.nutrition.org/cgi/pmidlookup?view=long&pmid=24553695,TRUE,FALSE,Registry linked,933,689,NA,NA,-273,124,-120,813,yes,Completed,no,Early Phase 1,Other,Dietary Supplement,2011-08-01,2012-04-01,2014-02-19,2011,78,Double Blind,Randomized,2011-03-01,lead,Jena,,small
NCT01871831,24351177,10.1177/193229681300700611,https://www.ncbi.nlm.nih.gov/pubmed/24351177?dopt=Abstract,TRUE,FALSE,Registry linked,31,31,NA,NA,3,125,125,156,yes,Completed,no,Not given,Other,Device,2013-10-01,2013-10-01,2013-11-01,2013,20,NA,NA,2013-06-01,lead,Ulm,,large
NCT01879111,27908896,10.1192/bjp.bp.116.184168,http://bjp.rcpsych.org/content/210/2/132.long,TRUE,FALSE,Registry linked,1219,1007,NA,NA,-620,323,111,1330,yes,Completed,yes,Not given,Other,Other,2013-10-01,2014-05-01,2017-02-01,2013,4151,Single Blind,Randomized,2011-10-01,lead,Hamburg,,large
NCT01885000,26416154,10.1111/jdv.13305,http://onlinelibrary.wiley.com/doi/10.1111/jdv.13305/abstract,TRUE,TRUE,Registry linked,696,696,1112,1112,11,134,134,830,yes,Completed,yes,Phase 3,Industry,Drug,2013-11-01,2013-11-01,2015-09-28,2013,92,Double Blind,Randomized,2013-07-01,facility,,Berlin Düsseldorf Frankfurt Münster Tübingen,No lead center
NCT01886014,24150470,10.1001/jama.2013.277446,https://jamanetwork.com/journals/jama/fullarticle/10.1001/jama.2013.277446,TRUE,FALSE,Registry linked,417,417,NA,NA,-536,-292,-292,125,yes,Completed,no,Not given,Other,Drug,2012-09-01,2012-09-01,2013-10-23,2012,80,Double Blind,Randomized,2012-01-01,lead,Hamburg,,large
NCT01886365,25281044,10.1053/j.jvca.2014.04.017,http://www.sciencedirect.com/science/article/pii/S105307701400175X,TRUE,FALSE,Registry linked,730,730,NA,NA,-620,-254,-254,476,yes,Completed,no,Not given,Other,Device,2012-10-01,2012-10-01,2014-10-01,2012,75,Open Label,Randomized,2011-10-01,lead,Hamburg,,large
NCT01909687,26110670,10.1089/dia.2015.0085,https://www.ncbi.nlm.nih.gov/pubmed/26110670?dopt=Abstract,TRUE,FALSE,Registry linked,571,571,NA,NA,-1,152,152,723,yes,Completed,no,Not given,Other,Device,2013-12-01,2013-12-01,2015-06-25,2013,163,NA,NA,2013-07-01,lead,Ulm,,large
NCT01917305,24158333,10.1177/0022034513504953,https://www.ncbi.nlm.nih.gov/pubmed/24158333?dopt=Abstract,TRUE,FALSE,Registry linked,1333,1333,NA,NA,-2372,-1248,-1248,85,yes,Completed,Not given,Not given,Other,Device,2010-03-01,2010-03-01,2013-10-24,2010,25,Single Blind,Randomized,2007-02-01,lead,Bonn,,large
NCT01942473,25454938,10.1016/j.jpeds.2014.10.007,https://www.ncbi.nlm.nih.gov/pubmed/25454938?dopt=Abstract,TRUE,FALSE,Registry linked,443,231,NA,NA,-2,606,394,837,yes,Completed,no,Not given,Other,Device,2013-09-01,2014-04-01,2014-11-18,2013,17,Open Label,Randomized,2012-08-01,lead,Ulm,,large
NCT02007005,25910967,10.1016/j.juro.2015.04.073,https://www.ncbi.nlm.nih.gov/pubmed/25910967?dopt=Abstract,TRUE,FALSE,Registry linked,1176,598,NA,NA,-3626,-95,-673,503,yes,Completed,yes,Phase 1/Phase 2,Industry,Drug,2012-02-01,2013-09-01,2015-04-22,2012,37,Open Label,NA,2004-01-01,lead,Duisburg,,large
NCT02027038,26305790,10.1371/journal.pone.0136375,https://www.ncbi.nlm.nih.gov/pubmed/26305790?dopt=Abstract,TRUE,FALSE,Registry linked,997,966,NA,NA,-884,-365,-396,601,yes,Completed,Not given,Not given,Other,Device,2012-12-01,2013-01-01,2015-08-25,2012,42,Open Label,Non-Randomized,2011-08-01,lead,Leipzig,,large
NCT02038062,25132803,10.1186/1471-2253-14-54,https://bmcanesthesiol.biomedcentral.com/articles/10.1186/1471-2253-14-54,TRUE,FALSE,Registry linked,926,926,NA,NA,-1354,-744,-744,182,yes,Completed,no,Not given,Other,Procedure,2012-01-01,2012-01-01,2014-07-15,2012,40,Open Label,Randomized,2010-05-01,lead,Kiel,,small
NCT02056951,25768735,10.1371/journal.pone.0118609,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0118609,TRUE,FALSE,Registry linked,1563,1473,NA,NA,-2226,-1071,-1161,402,yes,Completed,yes,Not given,Other,Procedure,2010-12-01,2011-03-01,2015-03-13,2010,536,Open Label,Non-Randomized,2008-01-01,lead,Erlangen,Würzburg,large
NCT02120859,27379610,10.1007/s00392-016-1019-4,https://dx.doi.org/10.1007/s00392-016-1019-4,TRUE,FALSE,Registry linked,947,826,NA,NA,-565,-18,-139,808,yes,Completed,no,Phase 4,Other,Device,2013-12-01,2014-04-01,2016-07-05,2013,50,Open Label,Non-Randomized,2012-10-01,lead,Jena,,small
NCT02130115,25746631,10.1136/thoraxjnl-2014-206211,http://thorax.bmj.com/content/70/4/326,TRUE,FALSE,Registry linked,551,460,NA,NA,-420,-145,-236,315,yes,Completed,no,Not given,Industry,Device,2013-09-01,2013-12-01,2015-03-06,2013,12,Open Label,NA,2013-03-01,lead,Heidelberg,,large
NCT02163863,27208046,10.1161/CIRCINTERVENTIONS.115.002930,https://www.ncbi.nlm.nih.gov/pubmed/27208046,TRUE,FALSE,Registry linked,1339,701,NA,NA,-1589,22,-616,723,yes,Unknown status,Not given,Not given,Industry,Device,2012-10-01,2014-07-01,2016-06-01,2012,86,Open Label,Randomized,2010-02-01,lead,Freiburg,,large
NCT02168790,25955359,10.1371/journal.pone.0125035,https://www.ncbi.nlm.nih.gov/pubmed/25955359?dopt=Abstract,TRUE,FALSE,Registry linked,1376,645,NA,NA,-1227,-315,-1046,330,yes,Completed,no,Early Phase 1,Other,Device,2011-08-01,2013-08-01,2015-05-08,2011,7,Open Label,NA,2011-02-01,facility,,Dresden,No lead center
NCT02181101,26385214,NA,NA,TRUE,FALSE,Registry linked,747,747,NA,NA,-3198,-276,-276,471,yes,Completed,no,Phase 3,Other,Drug,2013-09-01,2013-09-01,2015-09-18,2013,3754,Open Label,Randomized,2005-09-01,lead,LMU München,,large
NCT02189408,25957981,10.1007/s00402-015-2227-5,https://link.springer.com/article/10.1007%2Fs00402-015-2227-5,TRUE,FALSE,Registry linked,890,890,NA,NA,-1441,-557,-557,333,yes,Completed,no,Phase 4,Other,Biological,2012-12-01,2012-12-01,2015-05-10,2012,58,Double Blind,Randomized,2010-07-01,lead,Bochum,,small
NCT02196545,25884637,10.1371/journal.pone.0121478,https://www.ncbi.nlm.nih.gov/pubmed/25884637?dopt=Abstract,TRUE,FALSE,Registry linked,655,655,NA,NA,-1078,-378,-378,277,yes,Completed,no,Not given,Other,Behavioral,2013-07-01,2013-07-01,2015-04-17,2013,30,Open Label,Randomized,2011-08-01,lead,Dresden,,large
NCT02220764,25446240,10.1016/j.jdent.2014.10.011,https://www.ncbi.nlm.nih.gov/pubmed/25446240?dopt=Abstract,TRUE,TRUE,Registry linked,369,339,488,458,-2267,-227,-257,112,yes,Completed,Not given,Not given,Other,Device,2013-11-01,2013-12-01,2014-11-05,2013,32,Open Label,Non-Randomized,2008-05-01,lead,Dresden,,large
NCT02349490,26561916,10.1055/s-0034-1393312,http://www.thieme-connect.com/DOI/DOI?10.1055/s-0034-1393312,TRUE,FALSE,Registry linked,864,315,NA,NA,-1174,-17,-566,298,yes,Completed,yes,Phase 4,Other,Device,2013-07-01,2015-01-01,2015-11-12,2013,37,Open Label,Non-Randomized,2011-11-01,facility,,Hannover,No lead center
NCT02436083,26251066,10.1002/micr.22470,https://www.ncbi.nlm.nih.gov/pubmed/26251066?dopt=Abstract,TRUE,FALSE,Registry linked,1162,249,NA,NA,-2808,-98,-1011,151,yes,Completed,Not given,Phase 4,Other,Drug,2012-06-01,2014-12-01,2015-08-07,2012,350,Single Blind,Randomized,2007-07-01,lead,TU München,,large
NCT02586181,23183751,NA,NA,TRUE,FALSE,Registry linked,609,609,NA,NA,-2272,-1573,-1573,-964,yes,Completed,no,Not given,Other,Dietary Supplement,2011-07-01,2011-07-01,2013-03-01,2011,93,Double Blind,Randomized,2009-08-01,lead,Homburg,,small
NCT02595229,26607745,10.1186/s40001-015-0187-4,https://www.ncbi.nlm.nih.gov/pubmed/26607745?dopt=Abstract,TRUE,FALSE,Registry linked,999,999,NA,NA,-2003,-968,-968,31,yes,Completed,Not given,Not given,Other,Procedure,2013-03-01,2013-03-01,2015-11-25,2013,60,Single Blind,Randomized,2010-05-01,lead,TU München,,large
NCT02620553,25898052,10.1001/jama.2015.2928,https://www.ncbi.nlm.nih.gov/pubmed/25898052?dopt=Abstract,TRUE,FALSE,Registry linked,689,475,NA,NA,-2837,-523,-737,-48,yes,Completed,no,Phase 1/Phase 2,Other,Drug,2013-06-01,2014-01-01,2015-04-21,2013,25,Double Blind,Randomized,2007-09-01,lead,Dresden,,large
NCT02697539,27467683,10.1371/journal.pone.0160142,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0160142,TRUE,FALSE,Registry linked,1792,1701,NA,NA,-1820,-1545,-1636,156,yes,Completed,Not given,Not given,Other,Other,2011-09-01,2011-12-01,2016-07-28,2011,74,Double Blind,Randomized,2011-03-01,lead,Münster Würzburg,,large
NCT02799069,21910711,10.1111/j.1365-2133.2011.10613.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2133.2011.10613.x/full,TRUE,TRUE,Registry linked,872,872,2594,2594,-2977,-2490,-2490,-1618,yes,Completed,Not given,Phase 3,Industry,Drug,2009-08-01,2009-08-01,2011-12-21,2009,571,Outcomes Assessor,Randomized,2008-04-01,lead,Witten-Herdecke,,small
NCT02925377,27757240,10.1186/s13102-016-0058-5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5064777/,TRUE,FALSE,Registry linked,2143,1992,NA,NA,-2225,-1983,-2134,9,yes,Completed,no,Not given,Other,Behavioral,2010-12-01,2011-05-01,2016-10-13,2010,41,Open Label,Randomized,2010-09-01,lead,Erlangen Jena,,large
NCT02935413,28082176,10.1016/j.pmrj.2016.12.003,http://www.sciencedirect.com/science/article/pii/S1934148217300175?via%3Dihub,TRUE,FALSE,Registry linked,1134,1134,NA,NA,-1381,-1047,-1047,87,yes,Completed,yes,Phase 1/Phase 2,Other,Device,2013-12-01,2013-12-01,2017-01-08,2013,14,Open Label,Non-Randomized,2013-01-01,lead,Magdeburg,,small
NCT00152698,27306560,10.1111/jch.12851,http://onlinelibrary.wiley.com/doi/10.1111/jch.12851/full,TRUE,FALSE,Pubmed,2389,2389,NA,NA,1515,1545,1545,3934,yes,Completed,no,Phase 3,Other,Drug,2009-12-01,2009-12-01,2016-06-16,2009,80,Double Blind,Randomized,2009-11-01,lead,Erlangen,,large
NCT00170287,28292751,NA,NA,TRUE,FALSE,Pubmed,2526,2039,NA,NA,-1227,2152,1665,4191,yes,Completed,yes,Phase 4,Industry,Procedure,2010-04-01,2011-08-01,2017-03-01,2010,116,Open Label,Randomized,2002-05-01,facility,,Frankfurt Hamburg,No lead center
NCT00323297,28874133,10.1186/s12872-017-0674-3,https://bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-017-0674-3,TRUE,TRUE,Pubmed,1497,1497,22,22,119,2645,2645,4142,yes,Completed,yes,Phase 4,Industry,Drug,2013-08-01,2013-08-01,2017-09-06,2013,105,Double Blind,Randomized,2006-09-01,facility,,Duisburg Giessen Hannover Leipzig Marburg Homburg,No lead center
NCT00510393,22169682,10.1016/j.jvs.2011.07.099,https://www.ncbi.nlm.nih.gov/pubmed/22169682,TRUE,FALSE,Pubmed,408,408,NA,NA,213,1188,1188,1596,yes,Completed,yes,Phase 2,Other,Device,2010-11-01,2010-11-01,2011-12-14,2010,140,Single Blind,Randomized,2008-03-01,lead,Leipzig,,large
NCT00542048,21693769,NA,NA,TRUE,FALSE,Pubmed,658,658,NA,NA,23,693,693,1351,yes,Completed,no,Phase 2,Industry,Drug,2009-09-01,2009-09-01,2011-06-21,2009,20,Open Label,Non-Randomized,2007-11-01,lead,Freiburg,,large
NCT00608985,28735928,NA,NA,TRUE,TRUE,Pubmed,2827,2766,1207,1146,50,660,599,3426,yes,Completed,yes,Phase 3,Industry,Drug,2009-09-01,2009-11-01,2017-05-29,2009,709,Double Blind,Randomized,2008-03-01,facility,,Berlin Freiburg Marburg,No lead center
NCT00623402,23879405,10.1111/ddg.12100,https://www.ncbi.nlm.nih.gov/pubmed/23879405,TRUE,FALSE,Pubmed,1391,1391,NA,NA,-31,608,608,1999,yes,Completed,yes,Phase 2,Other,Drug,2009-10-01,2009-10-01,2013-07-23,2009,55,Open Label,NA,2008-01-01,lead,Kiel,Berlin Hannover Köln Mannheim LMU München Homburg Tübingen Würzburg,small
NCT00626548,22583636,10.1016/j.juro.2012.03.008,https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT00626548,TRUE,TRUE,Pubmed,497,377,481,361,-23,1193,1073,1570,yes,Terminated,yes,Phase 3,Industry,Drug,2011-01-01,2011-05-01,2012-05-12,2011,2577,Double Blind,Randomized,2008-01-01,lead,Berlin,,large
NCT00669708,27862339,10.1111/jdv.14041,https://www.ncbi.nlm.nih.gov/pubmed/27862339,TRUE,FALSE,Pubmed,2501,2501,NA,NA,-21,650,650,3151,yes,Completed,no,Not given,Other,Device,2010-02-01,2010-02-01,2016-12-07,2010,70,Double Blind,Randomized,2008-04-01,lead,Münster,,large
NCT00746720,22337568,10.1002/j.1532-2149.2011.00062.x,https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT00746720,TRUE,FALSE,Pubmed,901,383,NA,NA,-856,819,301,1202,yes,Terminated,no,Phase 2,Other,Drug,2009-07-01,2010-12-01,2011-12-19,2009,23,Double Blind,Randomized,2006-05-01,lead,Erlangen,,large
NCT00827606,27678432,10.1016/j.jacl.2016.05.010,https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT00827606,TRUE,TRUE,Pubmed,980,980,345,345,39,1714,1714,2694,yes,Completed,yes,Phase 3,Industry,Drug,2013-10-01,2013-10-01,2016-06-07,2013,272,Open Label,NA,2009-03-01,facility,,Berlin,No lead center
NCT00847444,28190761,10.1016/j.clbc.2016.11.008,https://www.ncbi.nlm.nih.gov/pubmed/28190761,TRUE,FALSE,Pubmed,1958,131,NA,NA,-16,2753,926,2884,yes,Unknown status,no,Phase 3,Other,Drug,2011-09-01,2016-09-01,2017-01-10,2011,3547,Open Label,Randomized,2009-02-01,lead,Düsseldorf LMU München,,large
NCT00849615,28448662,NA,NA,TRUE,FALSE,Pubmed,2070,609,NA,NA,-22,2503,1042,3112,yes,Completed,no,Phase 2,Other,Drug,2012-01-01,2016-01-01,2017-09-01,2012,252,Open Label,NA,2009-02-01,lead,Frankfurt,,large
NCT00874848,28303530,10.1007/s10637-017-0450-3,https://www.ncbi.nlm.nih.gov/pubmed/28303530,TRUE,TRUE,Pubmed,1596,593,1352,349,122,2313,1310,2906,yes,Completed,yes,Phase 2,Industry,Biological,2012-11-01,2015-08-01,2017-03-16,2012,90,Open Label,Randomized,2009-08-01,lead,TU München,Göttingen Heidelberg Ulm,large
NCT00883623,28522573,10.3324/haematol.2016.163246,https://www.ncbi.nlm.nih.gov/pubmed/28522573,TRUE,FALSE,Pubmed,1567,1567,NA,NA,-14,1388,1388,2955,yes,Completed,no,Phase 2,Other,Drug,2013-02-01,2013-02-01,2017-05-18,2013,50,Open Label,NA,2009-04-01,lead,Heidelberg,,large
NCT00893867,23391764,10.1161/STROKEAHA.111.000013,https://www.ncbi.nlm.nih.gov/pubmed/23391764,TRUE,FALSE,Pubmed,312,312,NA,NA,211,1063,1063,1375,yes,Terminated,yes,Phase 3,Industry,Drug,2012-04-01,2012-04-01,2013-02-07,2012,446,Double Blind,Randomized,2009-12-01,facility,,Erlangen Duisburg Freiburg Göttingen Greifswald Leipzig Magdeburg Mainz Rostock Ulm,No lead center
NCT00903331,23682110,NA,NA,TRUE,TRUE,Pubmed,715,654,881,820,-13,809,748,1463,yes,Completed,yes,Phase 2,Industry,Drug,2011-06-01,2011-08-01,2013-05-16,2011,178,Double Blind,Randomized,2009-05-01,facility,,Giessen Köln LMU München,No lead center
NCT00942747,26976424,10.1200/JCO.2015.64.9897,https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT00942747,TRUE,FALSE,Pubmed,834,652,NA,NA,-19,1777,1595,2429,yes,Unknown status,yes,Phase 2,Other,Drug,2013-12-01,2014-06-01,2016-03-14,2013,37,Open Label,NA,2009-07-01,lead,Berlin,Bochum Bonn Heidelberg LMU München,large
NCT00947414,24297647,10.1007/s13555-013-0039-5,https://www.ncbi.nlm.nih.gov/pubmed/24297647,TRUE,FALSE,Registry linked,794,794,NA,NA,-56,796,796,1590,yes,Completed,no,Not given,Other,Device,2011-10-01,2011-10-01,2013-12-03,2011,100,Single Blind,Randomized,2009-06-01,lead,Hannover,,large
NCT01016002,23558738,NA,NA,TRUE,FALSE,Pubmed,490,490,NA,NA,-1415,745,745,1235,yes,Unknown status,yes,Phase 2,Other,Drug,2011-12-01,2011-12-01,2013-04-04,2011,35,Open Label,NA,2006-01-01,lead,Hamburg,,large
NCT01020630,27582078,10.1186/s12885-016-2736-9,https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT01020630,TRUE,FALSE,Pubmed,1399,1157,NA,NA,-22,1316,1074,2473,yes,Completed,yes,Phase 2,Other,Drug,2012-11-01,2013-07-01,2016-08-31,2012,91,Double Blind,Randomized,2009-11-01,lead,Mainz,Berlin Duisburg Halle Hamburg Rostock Homburg,large
NCT01025050,26903524,10.1136/bjophthalmol-2015-307672,"http://bjo.bmj.com/content/100/11/1536 https://www.ncbi.nlm.nih.gov/pubmed/22520302?access_num=22520302&link_type=MED&dopt=Abstract, https://www.ncbi.nlm.nih.gov/pubmed/22373032?access_num=22373032&link_type=MED&dopt=Abstract, https://www.ncbi.nlm.nih.gov/pubmed/19835325?access_num=19835325&link_type=MED&dopt=Abstract",TRUE,FALSE,Pubmed,2123,1909,NA,NA,6,371,157,2280,yes,Completed,yes,Phase 3,Industry,Procedure,2010-05-01,2010-12-01,2016-02-22,2010,58,Open Label,Randomized,2009-12-01,lead,Heidelberg,Mannheim,large
NCT01029067,21275083,NA,NA,TRUE,FALSE,Pubmed,-1038,-1038,NA,NA,-95,1457,1457,419,yes,Completed,no,Not given,Other,Behavioral,2013-12-01,2013-12-01,2011-01-28,2013,60,Single Blind,Randomized,2009-09-01,lead,Hamburg,,large
NCT01061931,22523379,10.1093/europace/eus084,https://www.ncbi.nlm.nih.gov/pubmed/22523379,TRUE,FALSE,Pubmed,536,171,NA,NA,-338,637,272,808,yes,Terminated,no,Phase 4,Other,Procedure,2010-11-01,2011-11-01,2012-04-20,2010,108,Single Blind,Randomized,2009-03-01,lead,Berlin,,large
NCT01098656,28468739,10.1684/ejd.2017.3008,https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT01098656,TRUE,FALSE,Pubmed,1369,1369,NA,NA,90,1248,1248,2617,yes,Terminated,yes,Phase 3,Other,Drug,2013-09-01,2013-09-01,2017-06-01,2013,21,Open Label,Randomized,2010-07-01,facility,,Berlin Mainz,No lead center
NCT01106365,24643119,"
10.1159/000358088",https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT01106365,TRUE,FALSE,Pubmed,466,466,NA,NA,-74,960,960,1426,yes,Completed,no,Not given,Other,Device,2012-12-01,2012-12-01,2014-03-12,2012,36,Participant,Randomized,2010-02-01,lead,Berlin,,large
NCT01182428,28796809,10.1371/journal.pone.0182632,https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT01182428,TRUE,TRUE,Pubmed,2382,2232,457,307,-680,353,203,2585,yes,Completed,yes,Phase 4,Industry,Device,2011-02-01,2011-07-01,2017-08-10,2011,455,Single Blind,Randomized,2008-09-01,facility,,Dresden,No lead center
NCT01302600,28460889,10.1016/S1474-4422(17)30085-6,https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT01302600,TRUE,FALSE,Pubmed,1305,1305,NA,NA,-109,956,956,2261,yes,Completed,yes,Phase 2,Industry,Drug,2013-10-01,2013-10-01,2017-04-28,2013,165,Double Blind,Randomized,2010-11-01,facility,,Duisburg Freiburg,No lead center
NCT01319344,27306560,NA,NA,TRUE,FALSE,Pubmed,1293,1172,NA,NA,-197,746,625,1918,yes,Completed,yes,Phase 3,Other,Drug,2012-12-01,2013-04-01,2016-06-16,2012,42,Open Label,NA,2010-09-01,lead,Erlangen,,large
NCT01327547,25923596,NA,NA,TRUE,TRUE,Pubmed,699,0,373,-326,40,1440,741,1440,yes,Completed,yes,Phase 4,Industry,Drug,2013-04-01,2015-03-01,2015-03-01,2013,138,Double Blind,Randomized,2011-05-01,facility,,Bonn Hamburg Köln LMU München,No lead center
NCT01329731,27702806,NA,NA,TRUE,FALSE,Pubmed,1278,1278,NA,NA,-31,914,914,2192,yes,Completed,no,Phase 4,Industry,Drug,2013-10-01,2013-10-01,2017-04-01,2013,48,Double Blind,Randomized,2011-03-01,facility,,Giessen,No lead center
NCT01339260,24603643,10.1093/annonc/mdu101,https://www.ncbi.nlm.nih.gov/pubmed/24603643,TRUE,TRUE,Pubmed,489,489,735,735,-18,562,562,1051,yes,Completed,yes,Phase 3,Industry,Drug,2012-11-01,2012-11-01,2014-03-05,2012,1455,Double Blind,Randomized,2011-04-01,facility,,Berlin Tübingen,No lead center
NCT01360840,26839144,10.1158/1078-0432.CCR-15-2512,https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT01360840,TRUE,TRUE,Pubmed,1037,581,844,388,-14,1173,717,1754,yes,Completed,yes,Phase 2,Industry,Drug,2013-04-01,2014-07-01,2016-02-02,2013,180,Double Blind,Randomized,2011-04-01,facility,,Berlin Dresden Tübingen,No lead center
NCT01376297,24631949,10.1093/annonc/mdu096,https://www.ncbi.nlm.nih.gov/pubmed/24631949,TRUE,TRUE,Pubmed,559,559,796,796,15,443,443,1002,yes,Completed,yes,Phase 3,Industry,Drug,2012-09-01,2012-09-01,2014-03-14,2012,413,Double Blind,Randomized,2011-07-01,facility,,Berlin Dresden,No lead center
