nct_id;nlm_download_date_description;study_first_submitted_date;results_first_submitted_date;disposition_first_submitted_date;last_update_submitted_date;study_first_submitted_qc_date;study_first_posted_date;study_first_posted_date_type;results_first_submitted_qc_date;results_first_posted_date;results_first_posted_date_type;disposition_first_submitted_qc_date;disposition_first_posted_date;disposition_first_posted_date_type;last_update_submitted_qc_date;last_update_posted_date;last_update_posted_date_type;start_month_year;start_date_type;start_date;verification_month_year;verification_date;completion_month_year;completion_date_type;completion_date;primary_completion_month_year;primary_completion_date_type;primary_completion_date;target_duration;study_type;acronym;baseline_population;brief_title;official_title;overall_status;last_known_status;phase;enrollment;enrollment_type;source;limitations_and_caveats;number_of_arms;number_of_groups;why_stopped;has_expanded_access;expanded_access_type_individual;expanded_access_type_intermediate;expanded_access_type_treatment;has_dmc;is_fda_regulated_drug;is_fda_regulated_device;is_unapproved_device;is_ppsd;is_us_export;biospec_retention;biospec_description;ipd_time_frame;ipd_access_criteria;ipd_url;plan_to_share_ipd;plan_to_share_ipd_description;created_at;updated_at;cities_lead;id.x;role;name;affiliation;intervention_names_comb;id.y;number_of_facilities;number_of_nsae_subjects;number_of_sae_subjects;registered_in_calendar_year;nlm_download_date;actual_duration;were_results_reported;months_to_report_results;has_us_facility;has_single_facility;minimum_age_num;maximum_age_num;minimum_age_unit;maximum_age_unit;number_of_primary_outcomes_to_measure;number_of_secondary_outcomes_to_measure;number_of_other_outcomes_to_measure
NCT01731717;ClinicalTrials.gov processed this data on May 29, 2020;2012-11-12;;;2015-07-10;2012-11-16;2012-11-22;Estimate;;;;;;;2015-07-10;2015-07-13;Estimate;September 2012;;2012-09-30;July 2015;2015-07-31;May 2015;Actual;2015-05-31;March 2015;Actual;2015-03-31;;Interventional;SCM;;Cluster Randomized Trial of Stepped Care Intervention vs. Treatment as Usual for Patients With Depression;Effektivität Und Effizienz Von Behandlungspfaden für Patienten Mit Depressiven Erkrankungen: Stepped Care Als Ansatz für Ein Leitliniengerechtes Und Integriertes Versorgungsmanagement;Completed;;N/A;737;Actual;Universitätsklinikum Hamburg-Eppendorf;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T13:47:46Z;2020-06-01T13:47:46Z;Hamburg;3610534;Study Director;Birgit Watzke, Prof. Dr.;Centre for Psychosocial Medicine, Department of Medical Psychology, University Medical Centre Hamburg-Eppendorf, Hamburg, Germany;Active monitoring | Bibliotherapy | Online self-help | Outpatient psychotherapy | Psychiatric treatment | Combined psychotherapy and psychopharmacological treatment | Control group: treatment as usual;63650127;1;;;2012;2020-05-29;30;FALSE;;FALSE;TRUE;18;;Years;;1;11;
NCT01731158;ClinicalTrials.gov processed this data on May 29, 2020;2012-09-28;;;2019-02-04;2012-11-16;2012-11-21;Estimate;;;;;;;2019-02-04;2019-02-06;Actual;October 2012;;2012-10-31;February 2019;2019-02-28;September 2016;Actual;2016-09-30;September 2016;Actual;2016-09-30;;Interventional;BERAT;;Sequential Therapy in Metastatic Renal Cell Carinoma;A Prospective, Open-label, Multicenter, Randomized Phase II Trial: Sequential Therapy With BEvacizumab, RAd001 (Everolimus) and Tyrosinekinase Inhibitors (TKI) in Metastatic Renal Cell Carcinoma (mRCC) (BERAT Study);Completed;;Phase 2;22;Actual;Central European Society for Anticancer Drug Research;;2;;;FALSE;;;;;;;;;;;;;;;;;2020-06-01T13:47:51Z;2020-06-01T13:47:51Z;Hannover;3610572;Study Chair;Viktor Grünwald, MD;University Hospital Hannover, Germany;Avastin in combination with Roferon-A | Afinitor | TKI: Sutent, Nexavar or Votrient;63650168;13;;;2012;2020-05-29;47;FALSE;;FALSE;FALSE;18;;Years;;1;6;
NCT01729481;ClinicalTrials.gov processed this data on May 29, 2020;2012-10-23;;;2017-07-16;2012-11-13;2012-11-20;Estimate;;;;;;;2017-07-16;2017-07-19;Actual;July 2012;;2012-07-31;July 2017;2017-07-31;December 2017;Anticipated;2017-12-31;July 2015;Actual;2015-07-31;;Interventional;ML22774;;Gemcitabine Plus Erlotinib in RASH-positive Patients With Metastatic Pancreatic Cancer;Phase II Study to Evaluatate the Efficacy of Gemcitabine Plus Erlotinib for RASH-positive Patients With Metastatic Pancreatic Cancer and Friendly Risk Circumstances;Unknown status;;Phase 2;150;Actual;Ludwig-Maximilians - University of Munich;;2;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T13:48:28Z;2020-06-01T13:48:28Z;Munich;;;;;Folinic Acid | Irinotecan | Oxaliplatin | Gemcitabine | Erlotinib | 5-FU;63650295;1;;;2012;2020-05-29;36;FALSE;;FALSE;TRUE;18;75;Years;Years;1;3;
NCT01728441;ClinicalTrials.gov processed this data on May 29, 2020;2012-11-13;;;2014-05-19;2012-11-13;2012-11-19;Estimate;;;;;;;2014-05-19;2014-05-20;Estimate;October 2012;;2012-10-31;May 2014;2014-05-31;May 2014;Actual;2014-05-31;May 2014;Actual;2014-05-31;;Interventional;;;Evaluation of Paclitaxel Eluting Stent vs Paclitaxel Eluting Balloon Treating Peripheral Artery Disease of the Femoral Artery;REAL PTX - Randomized Evaluation of the Zilver PTX Stent vs. Paclitaxel-Eluting Balloons for Treatment of Symptomatic Peripheral Artery Disease of the Femoropopliteal Artery;Completed;;N/A;150;Actual;Provascular GmbH;;2;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T13:48:46Z;2020-06-01T13:48:46Z;Leipzig;3610875;Principal Investigator;Dierk Scheinert, MD;Park Hospital Leipzig;Paclitaxel Eluting Stent | Paclitaxel Eluting Balloon;63650374;5;;;2012;2020-05-29;19;FALSE;;FALSE;FALSE;18;;Years;;2;9;
NCT01727778;ClinicalTrials.gov processed this data on May 29, 2020;2012-11-12;;;2015-10-20;2012-11-15;2012-11-16;Estimate;;;;;;;2015-10-20;2015-10-22;Estimate;October 2012;;2012-10-31;October 2015;2015-10-31;April 2014;Actual;2014-04-30;April 2014;Actual;2014-04-30;;Interventional;;;Safety and Preliminary Efficacy Study of the Antibody PAT-SM6 in Patients With Relapsed or Refractory Multiple Myeloma;Open-label, Single-centre, Phase I, Multi-dose Escalating Study to Investigate the Safety and Preliminary Efficacy of an i.v. Infusion of the Anti-GRP78 Monoclonal IgM Antibody PAT-SM6 in Patients With Relapsed or Refractory Multiple Myeloma;Completed;;Phase 1;12;Actual;Patrys Ltd.;;1;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T13:48:54Z;2020-06-01T13:48:54Z;Würzburg;3610929;Principal Investigator;Max Top, MD;Universitätsklinikum Würzburg, Medizinische Klinik und Poliklinik II, Zentrum für Innere Medizin,;Anti-GRP78 monoclonal IgM antibody PAT-SM6;63650426;1;;;2012;2020-05-29;18;FALSE;;FALSE;TRUE;18;;Years;;1;1;2
NCT01727362;ClinicalTrials.gov processed this data on May 29, 2020;2012-11-07;;;2017-07-21;2012-11-12;2012-11-16;Estimate;;;;;;;2017-07-21;2017-07-24;Actual;October 2012;;2012-10-31;July 2017;2017-07-31;December 2016;Actual;2016-12-31;December 2016;Actual;2016-12-31;;Interventional;;;Evaluation of Effectiveness of Acupuncture on Quality of Life in Patients With Breast Cancer Receiving Chemotherapy;Evaluation of Effectiveness of Acupuncture on Quality of Life in Patients With Breast Cancer Receiving Chemotherapy- A Pragmatic Randomized Trial;Completed;;N/A;140;Anticipated;Charite University, Berlin, Germany;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T13:49:01Z;2020-06-01T13:49:01Z;Berlin Hamburg;3610957;Principal Investigator;Martin Carstensen, Prof. MD;Mammazentrum am Krankenhaus Jerusalem, Hamburg, Germany;Usual care + acupuncture | Usual care;63650457;1;;;2012;2020-05-29;50;FALSE;;FALSE;TRUE;18;;Years;;1;1;22
NCT01726933;ClinicalTrials.gov processed this data on May 29, 2020;2012-11-12;;;2015-12-01;2012-11-12;2012-11-15;Estimate;;;;;;;2015-12-01;2015-12-02;Estimate;November 2012;;2012-11-30;December 2015;2015-12-31;November 2015;Actual;2015-11-30;October 2014;Actual;2014-10-31;;Interventional;;;LAS41008 in Moderate to Severe Chronic Plaque Psoriasis;A Multi-center, Randomized, Double-blind, Three-arm, 16 Week, Adaptive Phase III Clinical Study to Investigate the Efficacy and Safety of LAS41008 vs LASW1835 and vs Placebo in Patients With Moderate to Severe Chronic Plaque Psoriasis;Completed;;Phase 3;839;Actual;Almirall, S.A.;;3;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T13:49:07Z;2020-06-01T13:49:07Z;Kiel Lübeck;3610998;Principal Investigator;Ulrich Mrowietz, MD, Prof;University Medical Center, Schleswig-Holstein, Department of Dermatology, Schittenhelmstr. 7, 24105 Kiel, Germany;LAS41008 | LASW1835 | Placebo;63650488;4;;;2012;2020-05-29;23;FALSE;;FALSE;FALSE;18;;Years;;2;5;1
NCT01726387;ClinicalTrials.gov processed this data on May 29, 2020;2012-11-03;;;2018-02-02;2012-11-13;2012-11-14;Estimate;;;;;;;2018-02-02;2018-02-06;Actual;March 2013;;2013-03-31;February 2018;2018-02-28;September 2015;Actual;2015-09-30;September 2015;Actual;2015-09-30;;Interventional;SMADS;;Self-Management for Anxiety, Depression and Somatoform Disorders;Self-Management Support in Primary Care;Completed;;N/A;364;Actual;Universitätsklinikum Hamburg-Eppendorf;;2;;;FALSE;;;;FALSE;;;;;;;;;;;Undecided;;2020-06-01T13:49:13Z;2020-06-01T13:49:13Z;Hamburg;3611056;Principal Investigator;Martin Scherer, Prof.;UK Hamburg-Eppendorf (Germany), Department of Primary Medical Care;Psychosocial Counseling | Usual Care;63650529;1;;;2012;2020-05-29;30;FALSE;;FALSE;TRUE;18;65;Years;Years;1;2;1
NCT01724879;ClinicalTrials.gov processed this data on May 29, 2020;2012-02-03;;;2016-02-10;2012-11-07;2012-11-12;Estimate;;;;;;;2016-02-10;2016-02-11;Estimate;November 2011;;2011-11-30;February 2016;2016-02-29;September 2015;Actual;2015-09-30;September 2015;Actual;2015-09-30;;Interventional;;;Study of Frontline Dasatinib Plus Chemotherapy in Philadelphia Chromosome Positive Acute Lymphoblastic Leukemia (PH+ALL);Open Label Phase II Study to Evaluate the Safety of Standard Induction and Consolidation Therapy in Combination With Dasatinib in Newly Diagnosed Adult Patients With Philadelphia Chromosome Positive Acute Lymphoblastic Leukemia (PH+ALL);Completed;;Phase 2;19;Actual;Johann Wolfgang Goethe University Hospital;;1;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T13:49:40Z;2020-06-01T13:49:40Z;Frankfurt;3611163;Principal Investigator;Nicola Gökbuget, Dr.med;Johann Wolfgang Goethe University Hospital;Dasatinib;63650641;22;;;2012;2020-05-29;46;FALSE;;FALSE;FALSE;18;55;Years;Years;1;3;
NCT01721538;ClinicalTrials.gov processed this data on May 29, 2020;2012-11-01;;;2012-11-02;2012-11-02;2012-11-05;Estimate;;;;;;;2012-11-02;2012-11-05;Estimate;October 2012;;2012-10-31;November 2012;2012-11-30;April 2015;Anticipated;2015-04-30;April 2015;Anticipated;2015-04-30;;Interventional;SCENARIO;;Secondary Prevention of Stroke Through Non-drug Therapeutic Weight Reduction;Secondary Prevention of Stroke Through Participation in the Non-drug Therapeutic Weight Reduction Program: A Single-blinded Randomized Controlled Multicenter Trial;Unknown status;;N/A;200;Anticipated;Philipps University Marburg Medical Center;;2;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T13:50:33Z;2020-06-01T13:50:33Z;Marburg;;;;;Weight reduction program | Lecture on healthy nutrition;63650893;1;;;2012;2020-05-29;;FALSE;;FALSE;TRUE;20;85;Years;Years;1;4;
NCT01719263;ClinicalTrials.gov processed this data on May 29, 2020;2012-10-26;;;2015-10-27;2012-10-29;2012-11-01;Estimate;;;;;;;2015-10-27;2015-10-29;Estimate;June 2013;;2013-06-30;October 2015;2015-10-31;October 2015;Actual;2015-10-31;October 2015;Actual;2015-10-31;;Interventional;;;Sequential Segmental Treatment of Emphysema With Upper Lobe Predominance (STEP-UP) Study;Sequential Segmental Treatment of Emphysema With Upper Lobe Predominance (STEP-UP) Study;Completed;;N/A;69;Actual;Uptake Medical Corp;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T13:51:13Z;2020-06-01T13:51:13Z;Heidelberg;3611635;Principal Investigator;Felix JF Herth, MD;Heidelberg University;InterVapor® treatment plus Optimal Medical Therapy | Optimal Medical Therapy;63651066;17;;;2012;2020-05-29;28;FALSE;;FALSE;FALSE;40;75;Years;Years;2;4;
NCT01716923;ClinicalTrials.gov processed this data on May 29, 2020;2012-10-26;;;2015-08-24;2012-10-29;2012-10-30;Estimate;;;;;;;2015-08-24;2015-08-26;Estimate;April 2013;;2013-04-30;June 2015;2015-06-30;October 2014;Actual;2014-10-31;July 2014;Actual;2014-07-31;;Interventional;;;Study to Assess S303 RBCs and Evaluate Safety and Efficacy in Patients Requiring Transfusion Support of Acute Anemia;A Randomized Controlled Double-Blind Phase 3 Study to Assess Characteristics of S 303 Treated RBC Components and Evaluate Safety and Efficacy in Patients Requiring Transfusion Support of Acute Anemia;Completed;;Phase 3;81;Actual;Cerus Corporation;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T13:51:51Z;2020-06-01T13:51:51Z;Frankfurt;3611820;Principal Investigator;Arndt H Kiessling, MD;Klinikum der J.-W.-G.-Universität Frankfurt;S-303 Red Blood Cells (RBCs) - Test | Conventional, untreated red blood cells (RBCs) - Control;63651245;2;;;2012;2020-05-29;15;FALSE;;FALSE;FALSE;18;;Years;;2;3;3
NCT01714999;ClinicalTrials.gov processed this data on May 29, 2020;2012-10-24;;;2014-04-14;2012-10-24;2012-10-26;Estimate;;;;;;;2014-04-14;2014-04-16;Estimate;April 2014;;2014-04-30;April 2014;2014-04-30;December 2015;Anticipated;2015-12-31;September 2015;Anticipated;2015-09-30;;Interventional;;;Treatment of Acute Traumatic Laceration of the Olecranon and Prepatellar Bursa;A Prospective Evaluation of the Current Treatment Regime for Acute Traumatic Laceration of the Olecranon and Prepatellar Bursa;Unknown status;;N/A;100;Anticipated;Ludwig-Maximilians - University of Munich;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T13:52:41Z;2020-06-01T13:52:41Z;Munich;3611998;Principal Investigator;Sebastian F Baumbach, MD;Ludwig-Maximilians - University of Munich;Bursectomy | Bursal reconstruction;63651392;2;;;2012;2020-05-29;;FALSE;;FALSE;FALSE;18;60;Years;Years;1;1;1
NCT01714414;ClinicalTrials.gov processed this data on May 29, 2020;2012-10-25;;;2018-03-06;2012-10-25;2012-10-26;Estimate;;;;;;;2018-03-06;2018-03-07;Actual;December 2012;;2012-12-31;March 2018;2018-03-31;February 2017;Actual;2017-02-28;June 2014;Actual;2014-06-30;;Interventional;FATI-01;;A Trial to Confirm a Sustained Virological Suppression Defined as HIV-RNA <50 Copies/ml of 3 Different Doses of Fozivudine in Context to a Standard Zidovudine Based Antiretroviral Therapy Regimen;A Prospective, Multicenter, Open, Randomized Phase 2a Trial to Confirm a Sustained Virological Suppression Defined as HIV-RNA <50 Copies/ml of 3 Different Doses of Fozivudine in Context to a Standard Zidovudine Based Antiretroviral Therapy Regimen After 24 Weeks of Treatment in ART naïve, Non Subtype B HIV-1 Infected Individuals From Tanzania and Ivory Coast;Completed;;Phase 2;120;Actual;Ludwig-Maximilians - University of Munich;;4;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T13:52:51Z;2020-06-01T13:52:51Z;Munich;3612062;Study Director;Michael Hoelscher, Prof.;Department for Infectious Diseases and Tropical Medicine, Klinikum of the University of Munich, Leopoldstrasse 5, 80802, Munich, Germany;FZD | 3TC | EFV | AZT;63651436;2;;;2012;2020-05-29;18;FALSE;;FALSE;FALSE;18;;Years;;1;10;
NCT01713790;ClinicalTrials.gov processed this data on May 29, 2020;2012-10-14;;;2015-07-22;2012-10-23;2012-10-25;Estimate;;;;;;;2015-07-22;2015-07-23;Estimate;October 2012;;2012-10-31;July 2015;2015-07-31;April 2015;Actual;2015-04-30;April 2015;Actual;2015-04-30;;Interventional;;;Innovative Training Methods for Frail Elderly in the Training Gain Stage;Effects of Whole Body Vibration With Stochastic Resonance and Exergames in the Elderly in Need of Care: Effects on Physical Functional Performance;Completed;;N/A;40;Actual;Bern University of Applied Sciences;;1;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T13:53:02Z;2020-06-01T13:53:02Z;Frankfurt;3612120;Study Director;Dietmar Schmidtbleicher, Prof., PhD;Johann Wolfgang Goethe University, Department Sport Science;Stochastic resonance whole-body vibration | Exergame | Leg press;63651483;1;;;2012;2020-05-29;30;FALSE;;FALSE;TRUE;65;;Years;;1;7;
NCT01713374;ClinicalTrials.gov processed this data on May 29, 2020;2012-10-18;;;2015-03-31;2012-10-22;2012-10-24;Estimate;;;;;;;2015-03-31;2015-04-01;Estimate;October 2012;;2012-10-31;March 2015;2015-03-31;March 2014;Actual;2014-03-31;March 2013;Actual;2013-03-31;;Interventional;PAN;;Physiological Assessment of the Endothelium - Circadian Rhythm and Role of the Sympathetic Nervous System;Studies on the Physiological Meaning of Flow-mediated Constriction, Flow-mediated Dilatation and Vasomotion/Flowmotion: Circadian Variability and Role of the Sympathetic Nervous System.;Completed;;N/A;40;Actual;Johannes Gutenberg University Mainz;;4;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T13:53:39Z;2020-06-01T13:53:39Z;Mainz;3612160;Principal Investigator;Tommaso Gori, MD PhD;University Medical Center Mainz;Mental stress | no intervention | Myogenic activation | Cold pressure test;63651515;1;;;2012;2020-05-29;5;FALSE;;FALSE;TRUE;18;40;Years;Years;1;1;
NCT01712464;ClinicalTrials.gov processed this data on May 29, 2020;2012-10-15;;;2018-04-30;2012-10-19;2012-10-23;Estimate;;;;;;;2018-04-30;2018-05-01;Actual;October 18, 2013;Actual;2013-10-18;April 2018;2018-04-30;August 7, 2016;Actual;2016-08-07;August 7, 2016;Actual;2016-08-07;;Interventional;;;Modulation of Reinforcement Learning;Modulation of Reinforcement Learning and Neuronal Activation in Ventral Stratum by Oxytocin - a Pilot Study at Autism Spectrum Disorder;Completed;;N/A;60;Actual;RWTH Aachen University;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T13:54:02Z;2020-06-01T13:54:02Z;Aachen;3612222;Study Director;Martin Schulte-Rüther, Dr. rer. nat;University Hospital, Aachen;Oxytocin vs. Placebo;63651584;1;;;2012;2020-05-29;34;FALSE;;FALSE;TRUE;18;26;Years;Years;1;1;
NCT01703273;ClinicalTrials.gov processed this data on May 29, 2020;2012-08-07;;;2018-06-12;2012-10-09;2012-10-10;Estimate;;;;;;;2018-06-12;2018-06-13;Actual;July 2012;;2012-07-31;June 2018;2018-06-30;December 2014;Actual;2014-12-31;December 2014;Actual;2014-12-31;;Interventional;STEREO;;Low-level Intervention for Adolescents With Extreme Obesity;Structured Low-level Intervention vs. Treatment as Usual Evaluated in a Randomized Controlled Trial for Adolescents With Extreme Obesity, Subproject 2;Completed;;N/A;119;Actual;University of Ulm;;2;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T13:58:22Z;2020-06-01T13:58:22Z;Berlin Duisburg Leipzig Ulm Witten-Herdecke;3613017;Principal Investigator;Martin Wabitsch, Prof. Dr. med.;University of Ulm;manual based low key group intervention (innovation) | standardized, manual based routine care;63652288;6;;;2012;2020-05-29;29;FALSE;;FALSE;FALSE;14;24;Years;Years;1;8;
NCT01702597;ClinicalTrials.gov processed this data on May 29, 2020;2012-10-03;;;2012-10-04;2012-10-04;2012-10-08;Estimate;;;;;;;2012-10-04;2012-10-08;Estimate;October 2012;;2012-10-31;October 2012;2012-10-31;April 2014;Anticipated;2014-04-30;April 2013;Anticipated;2013-04-30;;Interventional;WBV and ALAS;;WBV and Acute Lateral Ankle Sprain;The Effect of Whole Body Vibration and Acute Unilateral Unstable Lateral Ankle Sprain - A Biphasic Randomized Controlled Trial -;Unknown status;;N/A;60;Anticipated;Ludwig-Maximilians - University of Munich;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T13:58:32Z;2020-06-01T13:58:32Z;Munich;3613093;Principal Investigator;Matthias Schieker, Prof.;Ludwig-Maximilians - University of Munich;Whole body vibration (Galileo® Med M Plus, Novotec, Pforzheim, Germany) | Physiotherapy;63652341;;;;2012;2020-05-29;;FALSE;;;FALSE;18;40;Years;Years;1;1;
NCT01700322;ClinicalTrials.gov processed this data on May 29, 2020;2012-09-04;;;2016-09-04;2012-10-03;2012-10-04;Estimate;;;;;;;2016-09-04;2016-09-07;Estimate;August 2012;;2012-08-31;September 2016;2016-09-30;September 2016;Actual;2016-09-30;July 2016;Actual;2016-07-31;;Interventional;EST;;Endothelium, Stenting, and Antiplatelet Therapy (EST) - Clopidogrel, Prasugrel, Ticagrelor Study;Effects of Clopidogrel vs Prasugel vs Ticagrelor on Endothelial Function, Inflammatory and Oxidative Stress Parameters and Platelet Function in Patients Undergoing Coronary Artery Stenting. A Randomised, Prospective Study.;Completed;;Phase 4;126;Actual;Johannes Gutenberg University Mainz;;3;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T13:59:17Z;2020-06-01T13:59:17Z;Mainz;3613273;Study Chair;Thomas Munzel, MD Prof.;University Medical Center Mainz;Coronary stenting | Ticagrelor | Clopidogrel | Prasugrel;63652518;1;;;2012;2020-05-29;47;FALSE;;FALSE;TRUE;18;75;Years;Years;1;4;
NCT01694849;ClinicalTrials.gov processed this data on May 29, 2020;2012-09-24;;;2016-01-13;2012-09-26;2012-09-27;Estimate;;;;;;;2016-01-13;2016-01-14;Estimate;September 2012;;2012-09-30;January 2016;2016-01-31;December 2015;Actual;2015-12-31;February 2015;Actual;2015-02-28;;Interventional;;;Phase IIb Study to Evaluate the Efficacy and Safety of GFT505 Versus Placebo in Patients With Non-Alcoholic Steatohepatitis (NASH);A Multicentre, Randomized, Double Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of GFT505 Once Daily on Steatohepatitis in Patients With Non-Alcoholic Steatohepatitis (NASH).;Completed;;Phase 2;270;Actual;Genfit;;3;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T14:00:31Z;2020-06-01T14:00:31Z;Hannover;3613756;Principal Investigator;Pr. Michael Manns, M.D.;National Coordinator - Medical School of Hannover - Hannover - Germany;GFT505 80mg | GFT505 120mg | Placebo;63652941;56;;;2012;2020-05-29;29;FALSE;;TRUE;FALSE;18;75;Years;Years;1;13;
NCT01693393;ClinicalTrials.gov processed this data on May 29, 2020;2012-09-14;;;2015-07-27;2012-09-24;2012-09-26;Estimate;;;;;;;2015-07-27;2015-07-29;Estimate;March 2010;;2010-03-31;July 2015;2015-07-31;October 2014;Actual;2014-10-31;October 2014;Actual;2014-10-31;;Interventional;CYPRESS;;Low Dose Cyclosporin A in Primary Sjögren Syndrome;A Phase II Pilot-Study With Low-dose Sandimmun Optoral (Cyclosporin A) for the Treatment of Primary Sjögren Syndrome;Completed;;Phase 2;30;Actual;Charite University, Berlin, Germany;;1;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T14:00:50Z;2020-06-01T14:00:50Z;Berlin;3613881;Principal Investigator;Eugen Feist, Dr. med.;Charite University, Berlin, Germany;Cyclosporine A;63653053;1;;;2012;2020-05-29;55;FALSE;;FALSE;TRUE;18;75;Years;Years;1;1;2
NCT01690572;ClinicalTrials.gov processed this data on May 29, 2020;2012-09-19;;;2017-04-27;2012-09-19;2012-09-21;Estimate;;;;;;;2017-04-27;2017-04-28;Actual;October 2012;;2012-10-31;April 2017;2017-04-30;April 2017;Actual;2017-04-30;December 2016;Actual;2016-12-31;;Interventional;;;Drug Eluting Balloon for Prevention of Constrictive Remodeling;Drug Coated Balloon (DCB) for the Prevention of Constrictive Remodeling and Restenosis in Small Vessel Coronary Disease;Terminated;;N/A;14;Actual;Herz-Zentrums Bad Krozingen;;2;;recruitment was not sufficient.;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T14:01:40Z;2020-06-01T14:01:40Z;Freiburg;3614134;Principal Investigator;Christoph Hehrlein, Prof. Dr.;Department of Cardiology and Angiology I, Heart Center, Freiburg University;Paclitaxel coated balloon catheter | uncoated balloon catheter sprinter legend;63653273;1;;;2012;2020-05-29;50;FALSE;;FALSE;TRUE;18;;Years;;1;1;
NCT01690325;ClinicalTrials.gov processed this data on May 29, 2020;2012-09-18;;;2018-08-09;2012-09-18;2012-09-21;Estimate;;;;;;;2018-08-09;2018-08-13;Actual;September 2012;;2012-09-30;August 2018;2018-08-31;November 2016;Actual;2016-11-30;November 2016;Actual;2016-11-30;;Interventional;;;Imaging for Response Assessment of Neoadjuvant Chemotherapy in Primary Breast Cancer (GALADON);Molecular Imaging for Response Assessment of Bevacizumab + Docetaxel as Neoadjuvant Chemotherapy in Primary Breast Cancer;Terminated;;Phase 2;21;Actual;West German Study Group;;2;;Therapy of HER2+ patients according to protocol was no longer appropriate. Patient enrolment~   behind planned schedule and challenges of site performance;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T14:01:44Z;2020-06-01T14:01:44Z;Munich;3614153;Principal Investigator;Nadia Harbeck, Prof. Dr. med.;Head of Breast Centre, University of Munich, Grosshadern Hospital, Germany;Bevacizumab | Epirubicin | Cyclophosphamid | Docetaxel | Trastuzumab;63653291;1;;;2012;2020-05-29;50;FALSE;;FALSE;TRUE;18;65;Years;Years;1;;
NCT01690117;ClinicalTrials.gov processed this data on May 29, 2020;2012-09-17;;;2016-10-05;2012-09-20;2012-09-21;Estimate;;;;;;;2016-10-05;2016-11-29;Estimate;October 2012;;2012-10-31;October 2016;2016-10-31;January 2015;Actual;2015-01-31;January 2015;Actual;2015-01-31;;Interventional;GE-REACH;;German Adaptation of REACH II;German Adaptation of Resources to Enhance Alzheimer`s Caregiver Health;Completed;;N/A;92;Actual;University of Leipzig;;2;;;FALSE;;;;FALSE;;;;;;;;;;;No;;2020-06-01T14:01:48Z;2020-06-01T14:01:48Z;Leipzig;3614170;Principal Investigator;Hermann-Josef Gertz, Prof. Dr.;Klinik und Poliklinik für Psychiatrie der Universität Leipzig;GE-REACH-program;63653307;1;0;0;2012;2020-05-29;27;TRUE;17;FALSE;TRUE;;;;;2;14;
NCT01684150;ClinicalTrials.gov processed this data on May 29, 2020;2012-09-06;;;2016-08-02;2012-09-10;2012-09-12;Estimate;;;;;;;2016-08-02;2016-08-04;Estimate;September 2012;;2012-09-30;August 2016;2016-08-31;February 2016;Actual;2016-02-29;November 2015;Actual;2015-11-30;;Interventional;;;A Phase 1, Open-Label, Dose-Escalation & Expanded Cohort, Continuous IV Infusion, Multi-center Study of the Safety, Tolerability,PK & PD of EPZ-5676 in Treatment Relapsed/Refractory Patients With Leukemias Involving;A Phase 1, Open-Label, Dose-Escalation & Expanded Cohort, Continuous IV Infusion, Multi-center Study of the Safety, Tolerability,PK & PD of EPZ-5676 in Treatment Relapsed/Refractory Patients With Leukemias Involving Translocation of the MLL Gene at 11q23 or Advanced Hematologic Malignancies;Completed;;Phase 1;51;Actual;Epizyme, Inc.;;1;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T14:03:26Z;2020-06-01T14:03:26Z;Ulm;3614656;Principal Investigator;Hartmut Döhner, MD;Universitätsklinikum Ulm;EPZ-5676;63653769;8;;;2012;2020-05-29;38;FALSE;;TRUE;FALSE;18;90;Years;Years;1;5;
